epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,80595.4,0.70283,0.37527,0.8821,0.87949,0.81317,0.88654,0.61078,0.90342,0.4162,0.95369,0.0004885,0.0004885,0.0004885
157,81111.9,0.68878,0.36414,0.87999,0.87659,0.82713,0.888,0.61184,0.90289,0.4154,0.95255,0.0004852,0.0004852,0.0004852
158,81628.3,0.69183,0.36628,0.88204,0.8724,0.82954,0.88731,0.61223,0.90045,0.41378,0.95214,0.0004819,0.0004819,0.0004819
159,82145.6,0.69141,0.36581,0.88069,0.87843,0.82528,0.88772,0.61304,0.90171,0.41346,0.95237,0.0004786,0.0004786,0.0004786
160,82662.3,0.68223,0.36471,0.878,0.8762,0.82784,0.88983,0.61441,0.90361,0.41405,0.953,0.0004753,0.0004753,0.0004753
161,83183,0.68581,0.36408,0.88027,0.86616,0.83755,0.89085,0.61474,0.90326,0.41337,0.95383,0.000472,0.000472,0.000472
162,83703,0.68938,0.366,0.8813,0.8658,0.83176,0.88681,0.61289,0.90137,0.41188,0.95191,0.0004687,0.0004687,0.0004687
163,84220.9,0.691,0.36562,0.87549,0.86244,0.82991,0.88801,0.61305,0.90128,0.41296,0.95119,0.0004654,0.0004654,0.0004654
164,84737.9,0.68047,0.35991,0.87775,0.87265,0.8312,0.88969,0.61406,0.90103,0.41235,0.95046,0.0004621,0.0004621,0.0004621
165,85255.7,0.68154,0.35993,0.87807,0.89064,0.81816,0.8897,0.6149,0.9017,0.41245,0.95193,0.0004588,0.0004588,0.0004588
166,85777.6,0.68022,0.36039,0.8754,0.88714,0.81796,0.88878,0.61294,0.90241,0.4119,0.95231,0.0004555,0.0004555,0.0004555
167,86293.9,0.67107,0.35799,0.87345,0.86566,0.84296,0.89086,0.61314,0.90119,0.40983,0.95358,0.0004522,0.0004522,0.0004522
168,86809.9,0.66893,0.357,0.87399,0.89354,0.81384,0.88635,0.61245,0.90124,0.4101,0.9532,0.0004489,0.0004489,0.0004489
169,87327.1,0.66645,0.35423,0.87147,0.8776,0.82308,0.88869,0.61397,0.90039,0.41038,0.9533,0.0004456,0.0004456,0.0004456
170,87843,0.66949,0.35518,0.87171,0.888,0.81554,0.88773,0.61579,0.89889,0.41122,0.95248,0.0004423,0.0004423,0.0004423
171,88362,0.6683,0.35547,0.87478,0.88722,0.82345,0.88678,0.61539,0.89763,0.41168,0.95054,0.000439,0.000439,0.000439
172,88877.4,0.67257,0.35641,0.87382,0.89234,0.81571,0.88663,0.6137,0.89748,0.41114,0.95059,0.0004357,0.0004357,0.0004357
173,89394.1,0.65969,0.35139,0.87427,0.8906,0.82107,0.88478,0.61641,0.8978,0.41042,0.95132,0.0004324,0.0004324,0.0004324
174,89914.3,0.66186,0.35042,0.87437,0.88249,0.82297,0.88808,0.61757,0.89906,0.4098,0.95169,0.0004291,0.0004291,0.0004291
175,90435.4,0.65929,0.34896,0.8726,0.89858,0.8165,0.88778,0.61626,0.89988,0.40971,0.95156,0.0004258,0.0004258,0.0004258
176,90950.8,0.65568,0.34771,0.87135,0.88412,0.82779,0.88731,0.61617,0.90078,0.40984,0.95262,0.0004225,0.0004225,0.0004225
177,91467.4,0.65695,0.34649,0.86876,0.87507,0.83756,0.88945,0.61766,0.90049,0.40923,0.95227,0.0004192,0.0004192,0.0004192
178,91988.2,0.6546,0.34762,0.87074,0.88372,0.82571,0.88892,0.61958,0.90097,0.4102,0.95222,0.0004159,0.0004159,0.0004159
